username,profile_link,city,state,country,recent_ride_locations,admin_region,is_regional_admin
SavageCyclist,https://www.trailforks.com/profile/SavageCyclist,Savage,Minnesota,USA,"['Minnesota River Bottoms', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Xcel Energy Mountain Bike Park', 'Cuyuna Country State Recreation Area', 'Savage', 'Chaska', 'Battle Creek', 'Bertram Chain of Lakes', 'Theodore Wirth Park', 'Wausau', 'Sand Flats Recreation Area', 'Klondike Bluffs', 'Moab Brand Trails', 'Elm Creek Park', 'Eagan', 'Bloomington', 'Minneapolis', 'Monarch - Carver Park Reserve', 'Lebanon Hills', 'Spirit Mountain', 'Dupont State Forest', 'Stillwater', 'Salem Hills', 'Mission Creek', 'Piedmont & Brewer']","{'region_link': '', 'region_name': ''}",False
spikegundy,https://www.trailforks.com/profile/spikegundy,unknown,unknown,unknown,"['Blue Mounds', 'Blue Mound State Park', 'Kickapoo Valley Reserve', 'Cuyuna Country State Recreation Area', 'John Muir Trails', 'Blackhawk Ski Club', 'Madison', 'Seminole', 'Crow Wing County', 'Crosby', 'CamRock', 'Pleasant View', 'Quarry Ridge', 'Quarry Park', 'Britton Peak', 'West Lake Marion Park', 'Gamehaven', 'Portage', 'Glacial Blue Hills', 'Driftless Downs', 'Middleton', 'Blackhawk Ski Club &nearr;', 'Cuyuna', 'Cross Plains', 'Altoona', 'Menomonie', 'Levis -Trow Mound', 'Deerwood Township', 'Giants Ridge &nearr;', 'Tofte', 'Mission Creek', 'Standing Rocks', 'Jefferson County', 'Giants Ridge', 'Redhead Mountain Bike Park', 'Tioga Recreation Area', 'Columbia Falls', 'Waterton', 'Swan Lake', 'Sentinel Butte', 'Medora', 'Chisholm', 'Cambridge', 'Quitaque', 'Caprock Canyons State Park', 'Caprock Canyons Trailway', 'Palo Duro Canyon State Park', 'Wilson State Park', 'Whitetail Ridge', 'Grand Rapids', 'Eau Claire County', 'Eau Claire', 'Blue Mounds State Park', 'Lowes Creek County Park', 'Squaw Valley', 'Tahoe Mountain', 'Park Spring Park', 'Coler Preserve', 'WinMan Trails', 'Greenbrush', 'Dane County', 'Jackson', 'Bismarck', 'Oak Lawn Township', 'Baxter', 'Emma Carlin Trails', 'Lakeville', 'Silverdale', 'Seattle', 'Galbraith', 'Namakagon', 'Winchester', 'Peru', 'Brown County State Park', 'Asheville', 'Bent Creek Experimental Forest', 'Big South Fork', 'Dead Horse Point', 'Navajo Rocks', 'Moab Brand Trails', 'Leon Creek Greenway', 'Austin', 'Greensfelder County Park', 'Blowing Springs', 'Back 40', 'Lake Atalanta', 'Slaughter Pen Trails', 'Marquette South Trails', 'Marquette', 'The Grand Geneva Resort', 'Iowa County', 'Vernon County', 'Waukesha County', 'Milwaukee', 'Copper Harbor Trail System', 'Copper Harbor', 'Michigan Tech Trails', 'Nine Mile', 'Woodruff', 'ZipTrails', 'Raven Trails', 'Mud Lake', 'Washburn Lake Silent Sports Trails Area', 'Seeley', 'Los Barriles', 'Freeport', 'Murphy-Hanrehan Park', 'Lester Park', 'Duluth', 'Highway OO', 'Rock Lake State Nature Area', 'Hayward', 'Upper Hixon Forest', 'Sheboygan', 'Watford City', 'Post Canyon', 'Forest Park', 'Memorial Park', 'Bluffside Park', 'Puerto Vallarta', 'Nayarit']","{'region_link': '', 'region_name': ''}",False
brianshoemaker,https://www.trailforks.com/profile/brianshoemaker,Minneapolis,Minnesota,USA,"['Lebanon Hills', 'Eagan', 'Monarch - Carver Park Reserve', 'Park Spring Park', 'Bentonville', 'Redhead Mountain Bike Park', 'West Lake Marion Park', 'Nerstrand', 'Salem Hills', 'Northfield', 'Minneapolis', 'Murphy-Hanrehan Park', 'Chequamegon Area (CAMBA)', 'Cuyuna Country State Recreation Area', 'Tioga Recreation Area', 'Xcel Energy Mountain Bike Park', 'Lutsen', 'Lanesboro', 'Burnsville', 'Gamehaven', 'Seeley', 'Hayward', 'Austin', 'Des Moines', 'Lakeville', 'Carver Lake Park', 'South Central', 'Johnston', 'Minnesota River Bottoms', 'Battle Creek', 'Chaska', 'Buck Hill', 'West Lake Marion MTB Trails', 'Terrace Oaks', 'Metro', 'Roseville', 'Spirit Mountain', 'Whitetail Ridge', 'Center Trails', 'Piedmont & Brewer', 'Namakagon']","{'region_link': '', 'region_name': ''}",False
jongregory,https://www.trailforks.com/profile/jongregory,Bloomington,Minnesota,USA,"['Minnesota River Bottoms', 'Chaska', 'Lebanon Hills', 'Battle Creek', 'Theodore Wirth Park', 'Monarch - Carver Park Reserve', 'Murphy-Hanrehan Park', 'Xcel Energy Mountain Bike Park', 'West Lake Marion Park', 'Elm Creek Park', 'Memorial Park', 'Cuyuna Country State Recreation Area', 'Whitetail Ridge', 'Bloomington', 'Lanesboro', 'Spirit Mountain Bike Park', 'Split Rock Wilds', 'Hartley Park', 'Spirit Mountain Bike Park &nearr;', 'Crystal Bridges', 'South Hills Preserve', 'Redlands', 'Rialto', 'Cleveland National Forest', 'Crystal Cove State Park', 'Vailocity Bike Park', 'Colton', 'Box Springs Mountain', 'Aliso and Wood Canyons Wilderness Park', 'Greer Ranch', 'Laguna Coast Wilderness Park', 'Riverside', 'Sycamore Canyon', 'Foothill Ranch', 'Grand Terrace', 'Moab', 'Amasa Back', 'Dead Horse Point']","{'region_link': '', 'region_name': ''}",False
zeronine3,https://www.trailforks.com/profile/zeronine3,St. Paul,Minnesota,USA,"['Upper Bidwell Park', 'St. Paul', 'Roseville', 'Cottage Grove Bike Park', 'Battle Creek', 'Minnesota River Bottoms', 'Reservoir Woods Park', 'Lebanon Hills', 'Elm Creek Park', 'Carver Lake Park', 'Minneapolis', 'Elk River', 'Bloomington', 'Bertram Chain of Lakes', 'Slaughter Pen Trails', 'Inver Grove Heights', 'Theodore Wirth Park', 'Lake Elmo', 'West Lake Marion MTB Trails', 'Eagan', 'Piedmont & Brewer', 'Lester Park', 'Pinehurst Park', 'Whitetail Ridge', 'Memorial Park', 'Metro', 'Coon Rapids', 'Murphy-Hanrehan Park', 'Ogden Bike Park', 'Mission Trails Regional Park', 'Green Valley', 'Salem Hills', 'Stillwater', 'Lakeville', 'Monticello', 'Copper Harbor Trail System', 'Michigan Tech Trails', 'Rock Lake State Nature Area', 'Kings Canyon', 'Ash Canyon', 'South Lake Tahoe', 'Carson City', 'Lake Tahoe Nevada State Park', 'Auburn', 'Chico', 'Lower Bidwell Park', 'Butte County', 'Skyline Wilderness Park', 'Morro Bay State Park', 'San Luis Obispo County']","{'region_link': '', 'region_name': ''}",False
Razdringus,https://www.trailforks.com/profile/Razdringus,unknown,unknown,unknown,"['Murphy-Hanrehan Park', 'Xcel Energy Mountain Bike Park', 'Chaska', 'West Lake Marion Park', 'Hawks Ridge', 'Lakeville', 'West Lake Marion MTB Trails', 'Prior Lake', 'Bloomington', 'Buck Hill', 'Minnesota River Trail', 'Minnesota River Bottoms']","{'region_link': '', 'region_name': ''}",False
Strakonice,https://www.trailforks.com/profile/Strakonice,unknown,unknown,unknown,"['Eagan', 'Metro Region', 'Eagan Bike Park', 'Minneapolis', 'Silver Bay', 'Lake Elmo', 'Palma de Mallorca', 'Mallorca', 'West Lake Marion Park', 'Cuyuna Country State Recreation Area', 'Metro', 'Hawks Ridge', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Tremosine', 'Duluth', 'Cuyuna', 'Winona', 'Lake Rebecca', 'Theodore Wirth Park', 'Columbia', 'North Charleston', 'Greenville', 'Minnesota River Bottoms', 'Burnsville', 'Inver Grove Heights', 'Peninsula State Park', 'Bayfield', 'Roseville', 'Cottage Grove', 'Cleary Lake Regional Park', 'Lakeville', 'Tucson', 'Santa Catalina Mtns (Mt. Lemmon)', 'Tempe', 'Carefree']","{'region_link': '', 'region_name': ''}",False
stevenkimmtn12,https://www.trailforks.com/profile/stevenkimmtn12,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
shakomoser55,https://www.trailforks.com/profile/shakomoser55,unknown,unknown,unknown,"['Lebanon Hills', 'Cuyuna Country State Recreation Area', 'Baxter', 'Salem Hills', 'Whitetail Ridge', 'Redhead Mountain Bike Park', 'Cable', 'Chequamegon Area (CAMBA)', 'Eagan', 'Sunfish Lake Park', 'Murphy-Hanrehan Park', 'West Lake Marion Park', 'Xcel Energy Mountain Bike Park', 'Minnesota River Bottoms', 'Battle Creek', 'Tioga Recreation Area', 'Carver Lake Park', 'Metro Region', 'Elm Creek Park', 'Monarch - Carver Park Reserve', 'Minnesota River Trail', 'Theodore Wirth Park', 'Bloomington', 'Minnetonka']","{'region_link': '', 'region_name': ''}",False
Kirchnerbrn,https://www.trailforks.com/profile/Kirchnerbrn,Hastings,Minnesota,USA,"['Whitetail Ridge', 'Cuyuna Country State Recreation Area', 'Battle Creek', 'Clifton', 'Lake Atalanta', 'Bentonville', 'Bentonville Greenways and Access Paths', 'Runway Bike Park', 'Slaughter Pen Trails', 'Bella Vista', 'Crystal Bridges', 'Little Sugar', 'Back 40', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Giants Ridge &nearr;', 'Trestle Bike Park &nearr;', 'Spirit Mountain &nearr;', 'Cottage Grove', 'Chequamegon Area (CAMBA)', 'Marquette South Trails', 'Marquette Mountain Ski Hill/Bike park &nearr;', 'Harlow Lake', 'West Lake Marion Park', 'Crosby', 'Cuyuna', 'Shepherd Mountain Bike Park', 'Memorial Park', 'Mount Fitzgerald', 'Lake Leatherwood DH', 'Coler Preserve', 'Minneapolis', 'Eagan', 'Bloomington', 'Minnesota River Bottoms', 'Piedmont & Brewer', 'Britton Peak', 'Lester Park', 'Detroit Mountain Recreation Area', 'Red Wing', 'Chaska', 'Sheridan', 'Carver Lake Park', 'Mankato', 'West Lake Marion MTB Trails', 'Terrace Oaks', 'Inver Grove Heights', 'Theodore Wirth Park', 'Greenbrush', 'Woodbury']","{'region_link': '', 'region_name': ''}",False
KendallWelch,https://www.trailforks.com/profile/KendallWelch,St. Paul,Minnesota,USA,"['Monarch - Carver Park Reserve', 'Carver Lake Park', 'Murphy-Hanrehan Park', 'Battle Creek', 'Cuyuna Country State Recreation Area', 'Whitetail Ridge', 'Salem Hills', 'Piedmont & Brewer', 'Spirit Mountain Bike Park', 'Lebanon Hills', 'Kinnickinnic State Park', 'Chaska', 'Minnesota River Bottoms', 'Lone Lake Park', 'Chequamegon Area (CAMBA)', 'Hixon Forest - Lower and Upper', 'Minneapolis', 'Cottage Grove', 'Sunfish Lake Park', 'Pinehurst Park', 'Cottage Grove Bike Park', 'Theodore Wirth Park', 'West Lake Marion Park', 'Spirit Mountain Bike Park &nearr;', 'Levis -Trow Mound', 'Van Peenen Park', 'St. Paul', 'Bloomington', 'Lester Amity Chalet Park Trails', 'Hartley Park', 'Bertram Chain of Lakes', 'Woolly Trails', 'Hawks Ridge', 'Elm Creek Park', 'Waconia', 'Pine Valley', 'Mission Creek', 'Willow River State Park', 'Spirit Mountain &nearr;', 'Memorial Park', 'Tioga Recreation Area', 'Lester Park', 'Nerstrand', 'Redhead Mountain Bike Park', 'Giants Ridge &nearr;', 'Lake Rebecca', 'Britton Peak', 'Valley View Park', 'Blowing Springs', 'Crystal Bridges', 'Coler Preserve', 'Carver Park Reserve', 'Cuyuna', 'Hillside City Park', 'Giants Ridge', 'Lake Park', 'Duluth', 'Cable', 'Namakagon', 'Seeley', 'Lake Elmo', 'Monticello', 'Milaca Trails', 'Grand Rapids', 'West Lake Marion MTB Trails', 'Roseville', 'Metro']","{'region_link': '', 'region_name': ''}",False
Bcieluch,https://www.trailforks.com/profile/Bcieluch,unknown,unknown,unknown,"['Minnesota River Trail', 'West Lake Marion Park', 'Lebanon Hills', 'Battle Creek', 'St. Paul', 'Memorial Park', 'Whitetail Ridge', 'Hixon Forest - Lower and Upper', 'Kinnickinnic State Park', 'Willow River State Park', 'Carver Lake Park', 'Murphy-Hanrehan Park', 'Split Rock Wilds', 'Piedmont & Brewer', 'Sunfish Lake Park', 'Cuyuna Country State Recreation Area', 'Theodore Wirth Park', 'Hillside City Park', 'Metro Region', 'Lone Lake Park', 'Minnesota River Bottoms', 'Cottonwood Valley', 'Swope Park', 'Coler Mountain Bike Preserve', 'Crystal Bridges', 'Park Spring Park', 'Bloomington', 'Elm Creek Park', 'Minneapolis', 'Laguna Coast Wilderness Park', 'Dog Park', 'Aliso and Wood Canyons Wilderness Park', 'Whiting Ranch Wilderness Park', 'Monarch - Carver Park Reserve', 'Roseville', 'Inver Grove Heights', 'Hickory Ridge', 'Duluth', 'Lester Park', 'Tioga Recreation Area', 'Black Hills', 'Salem Hills', 'Chequamegon Area (CAMBA)', 'Hospital Trails', 'Hayward', 'Spirit Mountain', 'Bertram Chain of Lakes', 'Savage', 'Lakeville', 'Carver Park Reserve', 'Carlsbad', 'San Juan Capistrano', 'Cuyuna', 'Chaska', 'Valley View Park', 'Redhead Mountain Bike Park', 'West Lake Marion MTB Trails', 'Seeley', 'South Mountain Park', 'Bangtail Divide', 'Copper City']","{'region_link': '', 'region_name': ''}",False
UncleFester98,https://www.trailforks.com/profile/UncleFester98,unknown,unknown,unknown,"['Reservoir Woods Park', 'Metro Region', 'St. Paul', 'Roseville', 'Theodore Wirth Park', 'Minneapolis', 'Cuyuna Country State Recreation Area', 'Rockford', 'Battle Creek', 'Lone Lake Park', 'Mackinac Island State park', 'Harbor Springs', 'Petoskey', 'Boyne City', 'Traverse City', 'Empire', 'Watervale', 'Ludington', 'Rothbury', 'Crosby', 'Minnesota River Bottoms', 'Pike Island', 'Metro', 'Haunted Forest', 'Cambridge', 'CamRock', 'Cottage Grove', 'Minnetonka', 'Stillwater', 'Red Wing', 'Menomonie', 'Inver Grove Heights', 'River Falls', 'Lebanon Hills', 'Bloomington', 'Lakeville', 'Elk River', 'Rock Lake State Nature Area', 'St. George', 'Fruita', ""Kokopelli's Trail"", 'Hurricane Cliffs', 'McDowell Mountain', ""Brown's Ranch"", 'McDowell Mountain Park', 'Moab Brand Trails', 'Klondike Bluffs', 'Woolly Trails', 'Elm Creek Park', 'Mission Creek', 'Murphy-Hanrehan Park', 'Minnesota River Trail', 'Highway OO', 'Seeley', 'Sawyer County', 'Hayward', 'Whitetail Ridge', 'Monticello', 'Keystone']","{'region_link': '', 'region_name': ''}",False
Pieper17,https://www.trailforks.com/profile/Pieper17,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Alexpoore700,https://www.trailforks.com/profile/Alexpoore700,unknown,unknown,unknown,"['Cuyuna Country State Recreation Area', 'West Lake Marion Park', 'Lakeville', 'Minnesota River Bottoms', 'Battle Creek', 'Savage', 'Carver Park Reserve', 'Prior Lake', 'Lebanon Hills', 'Salem Hills', 'Deerwood Township', 'Bloomington', 'West Lake Marion MTB Trails', 'Terrace Oaks', 'Murphy-Hanrehan Park', 'Northfield', 'Tioga Recreation Area', 'Lake Rebecca', 'Eagan', 'Minneapolis', 'Cuyuna', 'St. Paul']","{'region_link': '', 'region_name': ''}",False
eakqL6,https://www.trailforks.com/profile/eakqL6,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
MJBe1is1e,https://www.trailforks.com/profile/MJBe1is1e,unknown,unknown,unknown,"['Eagan', 'Minnesota River Bottoms', 'Metro Region', 'Cleary Lake Regional Park', 'Red Rock State Park', 'Burnsville', 'Minneapolis', 'Waconia', 'Nerstrand', 'Lebanon Hills', 'Marquette', 'Murphy-Hanrehan Park', 'Terrace Oaks', 'Biwabik', 'Metro', 'Lake Elmo', 'Inver Grove Heights', 'Sturgeon Bay', 'Roseville', 'Minnetonka', 'Cottage Grove', 'St. Paul', 'Buck Hill', 'West Lake Marion Park', 'Deadwood-Lead', 'Hill City', 'Custer', 'Lakeville', 'Bloomington']","{'region_link': '', 'region_name': ''}",False
Ltour,https://www.trailforks.com/profile/Ltour,Minneapolis,Minnesota,USA,"['Lone Lake Park', 'Lake Rebecca', 'Theodore Wirth Park', 'Minnesota River Bottoms', 'Minneapolis', 'Marquette', 'Lebanon Hills', 'Metro Region', 'West Lake Marion Park', 'Salem Hills', 'Bertram Chain of Lakes', 'Murphy-Hanrehan Park', 'Carver Lake Park', 'Battle Creek', 'Xcel Energy Mountain Bike Park']","{'region_link': '', 'region_name': ''}",False
BikeMikeBikeMike,https://www.trailforks.com/profile/BikeMikeBikeMike,unknown,unknown,unknown,"['Piedmont & Brewer', 'Giants Ridge &nearr;', 'Lester Park Trails', 'Duluth', 'Cuyuna Country State Recreation Area', 'Giants Ridge', 'Spirit Mountain Bike Park', 'Hartley Park', 'Tofte', 'Lester Park', 'Two Harbors', 'Mission Creek', 'Superior', 'Redhead Mountain Bike Park', 'Virginia', 'Evolution Bike Park', 'Evolution Bike Park &nearr;', 'Arkansas Hills Trails', 'Salida', 'Park County', 'Mont du Lac', 'Spirit Mountain', 'Amasa Back', 'Sand Flats Recreation Area', 'Kokopelli Loops', 'Hudson', 'Cloie Creek', 'Osage', 'Silver Bay', 'St. Louis County', 'Lakeville', 'Copper Harbor Trail System', 'Valley Spur', 'Marquette South Trails', 'Marquette North Trails', 'Crawford County', 'Des Moines', 'Stillwater', 'Northeast', 'Deadwood-Lead', 'Sturgis', 'Big Hill', 'Lookout Mountain Park', 'Spearfish', 'Douglas County', 'Memorial Park', 'Grand Marais', 'Chester Park Area', 'Sheboygan', 'Red Wing', 'Carver Lake Park']","{'region_link': '', 'region_name': ''}",False
hysterio,https://www.trailforks.com/profile/hysterio,Lakeville,Minnesota,USA,[],"{'region_link': '', 'region_name': ''}",False
groovymountain,https://www.trailforks.com/profile/groovymountain,Minneapolis,Minnesota,USA,"['Marquette', 'Monarch - Carver Park Reserve', 'Bloomington', 'Memorial Park', 'St. Croix Falls', 'Minnesota River Bottoms', 'Mission Creek', 'Lake Rebecca', 'Metro Region', 'Murphy-Hanrehan Park', 'Minneapolis', 'Minnetonka', 'Los Barriles', 'Inver Grove Heights', 'Lebanon Hills', 'Chequamegon Area (CAMBA)', 'Cable', 'Lone Lake Park', 'Menomonie', 'Metro', 'West Lake Marion Park', 'Oak Lawn Township', 'Theodore Wirth Park', 'Clay County', 'St. Paul', 'Praire Dells Loop', 'Mt. Ashwabay', 'Elm Creek Park', 'Cuyuna Country State Recreation Area', 'Battle Creek', 'Salem Hills', 'Sunfish Lake Park', 'Carver Lake Park', 'Chester Park Area', 'Roseville', 'Bend', 'Spokane', 'Saltese Conservation Area', 'Beacon Hill', 'Mount Spokane', 'South Hill Area', 'Emerald Mountain', 'Galena Lodge', 'South Hills', 'Boulder', 'Bernard Peak', 'Mica Peak Conservation Area', 'Riverside State Park', 'Cheney', 'Spokane Valley', 'Winthrop', 'San Diego', 'Whitefish Bike Retreat', 'Tally Lake Area', 'The Whitefish Trail', 'Playa Del Carmen', 'Canfield Mountain Trail System', 'Lake Pend Oreille', 'Mt Coeur D Alene', 'Iller Creek Conservation Area', ""Coeur d'Alene"", 'Antoine Peak Conservation Area', 'Betasso', 'Schweitzer Basin', 'Sandpoint', 'Portland', 'Farragut State Park', 'La Grande', 'Virtue OHV', 'Liberty Lake', 'Roseburg', 'Silver Mountain Resort', 'The Rattlesnake', 'North Elkhorns', 'Austin', 'York', 'Lakeside', 'Whitefish', 'Neptune Creek', 'Rossland', 'Redstone', 'Spirit Lake', 'Soaring Eagle Park', 'Seattle', 'St. Joe National Forest', 'Wallace, ID', 'Kellogg', 'Missoula']","{'region_link': '', 'region_name': ''}",False
JuniperandHarold,https://www.trailforks.com/profile/JuniperandHarold,Portland,Oregon,USA,"['Lake Oswego', 'Tualatin', 'Forest Grove', ""Phil's"", 'Maston', 'Newell Creek Canyon Nature Park', 'West Lake Marion Park', 'Lebanon Hills', 'Phillips Lake', 'Anthony Lakes Recreation Area', 'Mount Emily Recreation Area', 'Tualatin Park', ""Cooke's Butte Park"", 'Sandy Ridge', 'Madras East Hills', 'Horse Butte', 'McDowell Mountain Regional Park', 'McDowell Mountain', 'Silver Falls State Park', 'Mehama', 'Redmond', 'Mt. Bachelor Bike Park &nearr;', 'Olympia', 'Capitol Forest', 'Duthie Hill Mountain Bike Park']","{'region_link': '', 'region_name': ''}",False
hisroyalmcatee,https://www.trailforks.com/profile/hisroyalmcatee,unknown,unknown,unknown,"['Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Bloomington', 'Cuyuna', 'Carver Lake Park', 'Mission Creek', 'Lebanon Hills', 'Savage', 'West Lake Marion Park', 'Crosby', 'Deerwood Township', 'Carver Park Reserve', 'Chaska', 'Minnesota River Bottoms', 'Lester Park', 'Theodore Wirth Park', 'Metro', 'Elk River', 'Elm Creek Park']","{'region_link': '', 'region_name': ''}",False
haram3,https://www.trailforks.com/profile/haram3,Minneapolis,Minnesota,USA,"['Minneapolis', 'Theodore Wirth Park', 'Minnetonka', 'Lake Rebecca', 'Cuyuna Country State Recreation Area', 'Valmont Bike Park', 'Boulder', 'Betasso Preserve', 'Louisville', 'Front Range - South', 'Monarch - Carver Park Reserve', 'Lone Lake Park', 'West Lake Marion Park', 'Elm Creek Park', 'Bentonville', 'Lake Atalanta', 'Coler Preserve', 'Crystal Bridges', 'Blowing Springs', 'Slaughter Pen Trails', 'Lebanon Hills', 'Bloomington', 'Minnesota River Bottoms', 'Murphy-Hanrehan Park', 'Terrace Oaks', 'Marshall Mesa/Doudy Draw/Flatirons Vista', 'Cuyuna', 'Crosby', 'Park Spring Park', 'Bentonville Greenways and Access Paths', 'Amsterdam', 'Breckenridge', 'Lakeville']","{'region_link': '', 'region_name': ''}",False
Chrisbills12,https://www.trailforks.com/profile/Chrisbills12,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
BLund03,https://www.trailforks.com/profile/BLund03,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Freethelemmings,https://www.trailforks.com/profile/Freethelemmings,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
PhilKc2ChC,https://www.trailforks.com/profile/PhilKc2ChC,unknown,unknown,unknown,"['Elm Creek Park', 'Lebanon Hills', 'Murphy-Hanrehan Park', 'Cuyuna Country State Recreation Area', 'Wasatch Mountain State Park', 'Mountain Ranch Bike Park', 'Theodore Wirth Park', 'Tioga Recreation Area', 'Northfield', 'Cottage Grove Bike Park', 'West Lake Marion Park', 'Bloomington']","{'region_link': '', 'region_name': ''}",False
c-bskt,https://www.trailforks.com/profile/c-bskt,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
bpsmpls,https://www.trailforks.com/profile/bpsmpls,Minneapolis,Minnesota,USA,"['Minneapolis', 'Minnesota River Bottoms', 'Marquette', 'Lebanon Hills', 'Bloomington', 'Whitetail Ridge', 'St. Paul', 'Red Wing', 'Winona', 'Southwest', 'Monticello', 'Carver Lake Park', 'Cottage Grove Bike Park', 'Murphy-Hanrehan Park', 'Marquette North Trails', 'Marquette Mountain Resort Downhill Bike Park &nearr;', 'Marquette South Trails', 'Harlow Lake', 'Cuyuna Country State Recreation Area', 'Theodore Wirth Park', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Monarch - Carver Park Reserve', 'Split Rock Wilds', 'Britton Peak', 'Piedmont & Brewer', 'Sunfish Lake Park', 'Elm Creek Park', 'Battle Creek', 'Moab', 'Klondike Bluffs', 'La Sal Mountains', 'Sand Flats Recreation Area', 'HandCut Hollow', 'Monument Trails at Devils Den State Park', 'Monument Trails at Mount Nebo State Park', 'Ouachitas', 'Northwoods Trails', 'Roseville', 'Crosby', 'Memorial Park', 'Hillside City Park', 'Giants Ridge &nearr;', 'Metro', 'West Lake Marion Park', 'Spirit Mountain &nearr;', 'Lake Rebecca', 'Wanoga', 'Salt Lake City', 'Park City', 'Wasatch Mountain State Park', 'Trailside Park', 'Little Cottonwood Canyon', 'Lake Atalanta', 'Blowing Springs', 'Monument Trails at Pinnacle Mountain State Park', 'Burns Park', 'Ride Kanuga Bike Park', 'Pisgah Ranger District', 'Dupont State Forest', 'Rocky Knob Park', 'W. Kerr Scott Reservoir', 'James River Park System', 'Richmond', 'Seeley', 'Inver Grove Heights', 'Runway Bike Park', 'Slaughter Pen Trails', 'Centennial Park at Millsap Mountain', 'Mt Kessler', 'Mount Fitzgerald', 'Passion Play', 'Hawks Ridge', 'Eagan', 'Pinehurst Park', 'Cottage Grove', ""Giant's Ridge &nearr;"", 'Grand Rapids', 'River Falls', 'Stillwater', 'Welch Village MTB Park &nearr;', 'Bend', 'Mt. Bachelor &nearr;', 'Bly', 'Sprague River', 'Rockford', 'Blue Mounds', 'Little Switzerland Bike Park &nearr;', 'Lester Park', 'Levis -Trow Mound', 'Copper Harbor', 'Bertram Lake', 'Horse Ridge', 'Spirit Mountain', 'Whistler Mountain Bike Park &nearr;', 'Whistler Mountain Bike Park', 'Burnsville']","{'region_link': '', 'region_name': ''}",False
randomlad,https://www.trailforks.com/profile/randomlad,Minneapolis,Minnesota,USA,"['Elm Creek Park', 'Lone Lake Park', 'Lebanon Hills', 'Minnetonka', 'Theodore Wirth Park', 'Carver Lake Park', 'Murphy-Hanrehan Park', 'Biwabik', 'Copper Harbor Trail System', 'Copper Harbor', 'East Bluff Bike Park', 'Whistler Mountain Bike Park &nearr;', 'Whistler Blackcomb Resort', 'West Lake Marion Park', 'Sunfish Lake Park', 'Minneapolis', 'Bloomington', 'Bertram Chain of Lakes', 'Whitetail Ridge', 'Lake Rebecca', 'Kittson County', 'Battle Creek', 'Hillside City Park', 'Cuyuna Country State Recreation Area', 'Coon Rapids', 'Metro', 'Cottage Grove', 'Tioga Recreation Area', 'Redhead Mountain Bike Park', 'Crystal Bridges', 'Little Sugar', 'Bella Vista', 'Lake Atalanta', 'Monument Trails at Hobbs State Park Conservation Area', 'Park Spring Park', 'Minnesota River Bottoms', 'Maple Grove', 'Carver Park Reserve', 'Chaska', 'Montiview Park - Mountain Bike Challenge Course', 'Lake Elmo', 'Eagan', 'Mission Creek', 'Britton Peak', 'Lester Park', 'West Lake Marion MTB Trails', 'Bertram Lake', 'Crosby']","{'region_link': '', 'region_name': ''}",False
llumley,https://www.trailforks.com/profile/llumley,Farmington,Minnesota,USA,"['Lakeville', 'Lebanon Hills', 'Eagan']","{'region_link': '', 'region_name': ''}",False
Moz,https://www.trailforks.com/profile/Moz,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
tomisolomi,https://www.trailforks.com/profile/tomisolomi,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
Tyber,https://www.trailforks.com/profile/Tyber,unknown,unknown,unknown,[],"{'region_link': '', 'region_name': ''}",False
